,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
38133,53,85,1,999,0,-3.4,92.379,-29.8,0.741,5017.5,1,1,0,0,2,0,0,9,0,1
33788,29,41,2,999,1,-1.8,92.893,-46.2,1.281,5099.1,0,2,2,0,2,0,1,6,4,0
16162,55,67,9,999,0,1.4,93.918,-42.7,4.961,5228.1,2,0,7,0,0,0,0,3,3,1
11881,58,39,4,999,0,1.4,94.465,-41.8,4.959,5228.1,9,2,5,0,2,2,1,4,0,1
30467,65,1076,3,6,1,-1.8,92.893,-46.2,1.354,5099.1,4,1,6,0,0,0,1,6,1,2
9689,49,171,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,1,6,0,0,0,1,4,1,1
7890,26,118,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,1,3,1,0,0,1,4,1,1
9328,55,92,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,1,1,1,4,0,1
33634,38,197,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,6,1,2,0,2,2,0,6,4,1
32619,26,255,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,8,2,3,0,2,0,0,6,1,1
38694,24,98,1,999,1,-3.4,92.649,-30.1,0.715,5017.5,10,1,3,0,2,0,0,7,1,0
38620,50,204,1,7,1,-3.4,92.649,-30.1,0.722,5017.5,0,1,6,0,2,0,0,7,1,2
39197,41,376,2,999,0,-1.8,93.369,-34.8,0.653,5008.7,0,0,6,0,2,0,0,5,0,1
27449,50,20,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,1,7,0,0,0,1,7,0,1
30458,30,447,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,4,2,6,0,2,2,0,6,1,1
10142,47,309,1,999,0,1.4,94.465,-41.8,4.958,5228.1,1,1,0,0,2,0,1,4,2,1
18078,28,76,2,999,0,1.4,93.918,-42.7,4.963,5228.1,9,2,5,0,0,0,0,3,4,1
15014,44,123,1,999,0,1.4,93.918,-42.7,4.958,5228.1,9,2,5,0,2,2,0,3,2,1
6271,52,160,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,1,2,0,1,6,3,1
27196,46,81,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,2,0,0,7,0,1
7403,44,55,1,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,6,1,2,0,1,6,0,1
38336,39,132,1,999,0,-3.4,92.431,-26.9,0.739,5017.5,0,2,3,0,2,0,0,8,0,1
18450,35,19,1,999,0,1.4,93.918,-42.7,4.968,5228.1,1,1,2,1,2,0,1,3,2,1
22358,36,300,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,2,0,0,1,2,1
39899,30,215,1,12,1,-1.7,94.055,-39.8,0.732,4991.6,0,1,3,0,2,0,0,4,0,2
29358,39,177,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,2,0,0,0,1
3516,36,241,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,6,0,0,0,1,6,2,1
4363,55,85,1,999,0,1.1,93.994,-36.4,4.856,5191.0,5,0,5,0,0,0,1,6,3,1
7443,35,461,1,999,0,1.1,93.994,-36.4,4.864,5191.0,1,0,2,0,2,0,1,6,0,1
9357,43,461,2,999,0,1.4,94.465,-41.8,4.967,5228.1,9,2,2,0,2,0,1,4,0,1
29012,41,471,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,3,0,0,0,0,0,0,1
13476,33,143,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,0,0,0,0,0,3,2,1
7012,32,315,1,999,0,1.1,93.994,-36.4,4.86,5191.0,4,2,6,0,1,1,1,6,2,1
4185,48,332,10,999,0,1.1,93.994,-36.4,4.858,5191.0,1,1,1,0,0,0,1,6,1,1
21876,32,322,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,2,0,0,1,4,1
34206,37,302,4,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,6,1,2,0,0,6,4,1
860,40,295,2,999,0,1.1,93.994,-36.4,4.856,5191.0,4,1,6,0,2,0,1,6,4,1
20678,31,91,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,3,0,2,0,0,1,4,1
18661,38,294,3,999,0,1.4,93.918,-42.7,4.968,5228.1,0,1,1,0,2,0,0,3,2,1
12571,48,212,4,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,1,0,0,0,3,1,1
39599,48,121,4,999,1,-1.8,93.876,-40.0,0.672,5008.7,0,2,6,0,2,0,0,6,4,0
36519,29,113,1,999,1,-2.9,92.963,-40.8,1.26,5076.2,0,1,6,0,1,1,0,4,4,0
21956,53,177,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,0,0,0,1,4,1
21893,30,219,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,2,2,0,0,0,0,1,4,1
17998,47,189,3,999,0,1.4,93.918,-42.7,4.963,5228.1,3,1,0,1,0,0,0,3,4,1
4697,47,27,1,999,0,1.1,93.994,-36.4,4.858,5191.0,9,2,5,1,0,0,1,6,4,1
40224,71,115,3,999,0,-1.7,94.215,-40.3,0.884,4991.6,5,1,5,0,2,0,0,3,2,1
34356,30,341,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,9,1,5,0,2,0,0,6,2,1
20291,37,108,4,999,0,1.4,93.444,-36.1,4.965,5228.1,9,1,6,1,2,2,0,1,1,1
4672,45,565,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0,2,5,0,2,0,1,6,4,1
38743,28,69,3,999,0,-3.4,92.649,-30.1,0.715,5017.5,4,1,6,0,0,0,0,7,4,1
2932,42,180,4,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,6,0,0,0,1,6,4,1
36889,27,133,2,999,1,-2.9,92.963,-40.8,1.235,5076.2,2,2,6,0,0,0,0,4,2,0
20600,32,168,1,999,0,1.4,93.444,-36.1,4.965,5228.1,9,2,6,0,2,0,0,1,4,1
12987,27,518,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0,2,5,0,0,2,0,3,3,1
38551,31,142,1,999,0,-3.4,92.431,-26.9,0.722,5017.5,0,1,3,0,0,0,0,8,2,1
22902,35,203,6,999,0,1.4,93.444,-36.1,4.965,5228.1,9,2,5,0,0,0,0,1,1,1
17939,35,110,3,999,0,1.4,93.918,-42.7,4.961,5228.1,7,1,3,0,2,0,0,3,3,1
23976,31,43,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,2,0,1,1,0,1
18479,43,121,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0,1,7,0,2,0,1,3,2,1
22379,33,82,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,0,0,0,0,1,0,1
37578,28,190,3,999,1,-2.9,92.201,-31.4,0.869,5076.2,10,1,5,0,2,0,0,1,0,0
21296,30,86,1,999,0,1.4,93.444,-36.1,4.963,5228.1,9,2,6,1,2,0,0,1,1,1
35033,28,386,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,6,2,6,0,0,0,0,6,0,1
24725,51,94,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,5,0,0,0,2,2,0,7,1,1
563,45,209,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,1,0,0,1,6,3,1
38768,43,226,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,4,1,3,0,0,0,0,7,2,1
25823,31,190,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,7,1,3,0,0,0,0,7,4,0
7803,44,26,1,999,0,1.4,94.465,-41.8,4.865,5228.1,9,1,0,0,0,0,1,4,1,1
33645,35,82,5,999,1,-1.8,92.893,-46.2,1.281,5099.1,0,2,3,0,2,0,0,6,4,0
10907,43,1540,1,999,0,1.4,94.465,-41.8,4.962,5228.1,1,1,1,0,2,0,1,4,4,1
33982,45,721,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,2,0,0,2,0,0,6,4,1
8739,22,156,1,999,0,1.4,94.465,-41.8,4.864,5228.1,7,2,3,0,0,0,1,4,4,1
33675,36,217,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,1,1,1,0,2,0,0,6,4,0
30568,57,949,3,999,0,-1.8,92.893,-46.2,1.354,5099.1,6,1,6,0,2,0,0,6,1,1
34158,42,406,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,3,0,0,0,0,6,4,1
16665,35,322,3,999,0,1.4,93.918,-42.7,4.963,5228.1,0,1,5,0,2,0,0,3,4,1
8273,35,227,1,999,0,1.4,94.465,-41.8,4.864,5228.1,6,1,2,0,0,2,1,4,3,1
29279,48,105,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,7,2,3,0,0,0,0,0,0,1
33728,30,9,12,999,0,-1.8,92.893,-46.2,1.281,5099.1,9,2,3,0,2,0,0,6,4,1
10358,32,39,1,999,0,1.4,94.465,-41.8,4.96,5228.1,1,1,2,0,2,0,1,4,1,1
27146,45,201,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,9,2,6,0,2,0,0,7,0,0
12328,31,400,1,999,0,1.4,93.918,-42.7,4.959,5228.1,0,2,6,0,2,0,1,3,0,1
10101,44,351,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,1,6,0,2,0,1,4,2,1
30939,33,69,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,7,1,3,0,0,0,0,6,3,1
13170,24,185,1,999,0,1.4,93.918,-42.7,4.962,5228.1,7,2,5,0,2,0,0,3,4,1
1971,38,153,4,999,0,1.1,93.994,-36.4,4.855,5191.0,3,1,1,1,2,0,1,6,0,1
27022,32,41,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,2,0,1,7,0,1
23963,30,201,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,6,0,2,2,0,1,0,1
7376,26,204,4,999,0,1.1,93.994,-36.4,4.864,5191.0,1,2,2,0,0,0,1,6,0,1
21171,33,71,3,999,0,1.4,93.444,-36.1,4.963,5228.1,4,1,3,1,2,0,1,1,1,1
22045,59,625,5,999,0,1.4,93.444,-36.1,4.964,5228.1,5,1,3,0,2,0,0,1,4,1
19616,51,174,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1,1,0,1,2,2,0,1,2,1
9174,53,164,1,999,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,1,0,2,1,4,0,1
24441,34,54,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,1,0,0,2,0,0,7,1,1
8677,42,141,6,999,0,1.4,94.465,-41.8,4.864,5228.1,1,1,2,1,0,0,1,4,4,1
30927,30,228,1,999,1,-1.8,92.893,-46.2,1.344,5099.1,4,2,6,0,2,2,0,6,3,0
8305,32,299,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,1,6,0,2,2,1,4,3,1
7678,30,100,3,999,0,1.1,93.994,-36.4,4.864,5191.0,0,2,3,0,2,0,1,6,0,1
18539,60,126,1,999,0,1.4,93.918,-42.7,4.968,5228.1,5,1,1,1,0,0,0,3,2,1
3375,28,484,8,999,0,1.1,93.994,-36.4,4.86,5191.0,8,2,0,0,0,0,1,6,2,1
37687,33,173,1,1,1,-2.9,92.201,-31.4,0.854,5076.2,0,2,6,0,2,0,0,1,4,2
21800,58,153,1,999,0,1.4,93.444,-36.1,4.964,5228.1,7,1,3,1,0,0,0,1,4,1
8962,58,40,2,999,0,1.4,94.465,-41.8,4.866,5228.1,2,0,6,0,0,0,1,4,2,1
20220,33,566,1,999,0,1.4,93.444,-36.1,4.965,5228.1,9,2,3,0,2,0,0,1,1,1
15321,37,69,7,999,0,1.4,93.918,-42.7,4.957,5228.1,4,1,6,0,0,2,0,3,0,1
662,43,262,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,2,1,6,3,1
37437,33,123,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,0,2,6,0,1,1,0,1,4,1
35887,52,169,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,10,2,0,0,2,0,0,6,0,1
36289,27,761,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,0,1,6,0,2,0,0,4,1,1
13068,28,861,3,999,0,1.4,93.918,-42.7,4.962,5228.1,9,2,5,0,2,0,0,3,3,1
32101,32,76,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,7,1,3,0,2,0,0,6,0,1
29496,44,7,6,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,1,0,2,2,0,0,1,1
7658,33,66,3,999,0,1.1,93.994,-36.4,4.864,5191.0,0,2,3,0,2,0,1,6,0,1
36328,33,257,3,999,0,-2.9,92.963,-40.8,1.262,5076.2,0,2,6,0,2,0,0,4,3,1
32406,37,241,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,7,2,5,0,2,0,0,6,0,1
10359,52,162,1,999,0,1.4,94.465,-41.8,4.96,5228.1,1,1,0,0,2,0,1,4,1,1
31917,59,190,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,1,1,0,0,0,0,0,6,2,0
11605,38,13,5,999,0,1.4,94.465,-41.8,4.959,5228.1,1,2,6,1,0,0,1,4,0,1
8166,55,115,3,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,1,0,2,1,4,3,1
20133,32,217,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,2,2,0,1,1,1
24573,46,431,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,6,1,2,1,2,0,0,7,1,1
31251,32,211,1,10,1,-1.8,92.893,-46.2,1.334,5099.1,1,1,2,0,2,0,0,6,4,2
23692,29,13,11,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2,6,0,2,0,0,1,2,1
31808,42,56,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,1,1,0,2,0,0,6,2,1
26060,36,709,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,4,0,3,0,0,2,0,7,4,1
4220,56,70,1,999,0,1.1,93.994,-36.4,4.856,5191.0,4,1,7,0,0,0,1,6,3,1
37025,26,445,1,999,0,-2.9,92.469,-33.6,1.044,5076.2,10,2,3,0,2,0,0,3,3,1
2180,39,155,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,1,0,0,2,1,6,1,1
3268,37,133,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,2,0,1,6,2,1
28857,55,594,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,4,1,0,1,0,0,0,0,2,1
3151,44,113,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,2,0,0,2,0,1,6,2,1
26190,45,77,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,9,0,5,0,0,0,0,7,2,1
32358,29,164,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,1,2,0,2,0,0,6,0,1
39830,33,206,1,3,1,-1.7,94.055,-39.8,0.715,4991.6,0,2,6,0,0,0,0,4,4,2
7184,41,137,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,6,1,2,0,1,6,2,1
39788,25,383,2,999,2,-1.7,94.055,-39.8,0.702,4991.6,7,2,7,0,2,0,0,4,3,0
6458,37,128,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,6,0,1,1,1,6,4,1
30266,45,452,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,4,1,6,1,2,0,0,0,2,1
16735,58,265,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,2,0,3,2,1
15512,20,1503,11,999,0,1.4,93.918,-42.7,4.957,5228.1,8,2,6,0,2,0,0,3,0,1
19143,44,117,1,999,0,1.4,93.444,-36.1,4.968,5228.1,9,0,6,1,0,0,0,1,3,1
23590,37,180,6,999,0,1.4,93.444,-36.1,4.962,5228.1,9,1,6,0,2,2,0,1,2,1
22662,39,123,2,999,0,1.4,93.444,-36.1,4.964,5228.1,3,1,0,0,2,2,0,1,0,1
15723,24,296,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0,1,3,0,2,0,0,3,1,1
35497,28,442,1,999,1,-1.8,92.893,-46.2,1.244,5099.1,0,2,6,0,2,0,0,6,1,0
12159,26,173,1,999,0,1.4,93.918,-42.7,4.955,5228.1,10,2,3,0,0,0,1,3,3,1
13652,39,742,1,999,0,1.4,93.918,-42.7,4.963,5228.1,6,1,2,0,0,0,0,3,2,1
32040,36,42,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,0,2,3,0,0,0,0,6,2,0
37257,73,135,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,5,1,0,0,2,2,0,1,0,1
38774,65,88,2,3,2,-3.4,92.649,-30.1,0.714,5017.5,5,2,6,0,0,0,0,7,2,2
39048,55,314,1,6,1,-3.0,92.713,-33.0,0.715,5023.5,7,1,2,0,2,0,0,2,4,2
27184,32,74,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,2,6,0,2,2,0,7,0,1
32207,39,346,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,9,1,5,0,2,0,0,6,0,0
20491,36,127,3,999,0,1.4,93.444,-36.1,4.966,5228.1,9,2,5,0,2,2,0,1,3,1
13231,34,727,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,1,1,0,0,0,3,4,1
17026,49,180,19,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,2,1,2,0,0,3,2,1
37220,25,255,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,0,2,6,0,2,0,0,1,0,1
23202,36,205,5,999,0,1.4,93.444,-36.1,4.965,5228.1,9,1,5,0,0,0,0,1,3,1
7848,45,185,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,2,2,0,0,0,1,4,1,1
24135,34,303,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,2,3,0,0,0,0,7,1,0
26917,55,131,2,999,1,-0.1,93.2,-42.0,4.076,5195.8,4,0,6,0,0,0,0,7,2,0
40869,26,808,1,999,0,-1.1,94.601,-49.5,0.959,4963.6,1,2,1,0,0,0,0,8,4,1
25662,37,274,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,6,0,0,0,1,7,4,1
24973,50,103,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,6,1,6,0,0,0,1,7,3,1
39339,27,191,2,999,0,-1.8,93.369,-34.8,0.637,5008.7,0,2,6,0,0,0,0,5,3,1
12308,32,68,1,999,0,1.4,93.918,-42.7,4.959,5228.1,3,1,1,0,0,0,1,3,0,1
9254,42,100,2,999,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,0,0,0,1,4,0,1
34103,27,38,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,9,2,5,0,2,0,0,6,4,1
40950,81,192,2,3,2,-1.1,94.601,-49.5,0.987,4963.6,5,0,0,0,2,0,0,8,2,2
17358,34,295,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,3,0,2,0,0,3,1,1
38655,54,284,2,999,1,-3.4,92.649,-30.1,0.72,5017.5,9,1,2,0,0,0,0,7,3,0
38218,53,73,2,999,0,-3.4,92.431,-26.9,0.74,5017.5,0,1,7,0,2,0,0,8,4,1
8101,41,442,11,999,0,1.4,94.465,-41.8,4.865,5228.1,9,1,5,1,2,0,1,4,1,1
16108,41,200,1,999,0,1.4,93.918,-42.7,4.961,5228.1,4,2,6,0,0,0,0,3,3,1
7384,25,56,1,999,0,1.1,93.994,-36.4,4.864,5191.0,0,1,6,0,0,0,1,6,0,1
37335,29,110,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,9,2,5,0,2,2,0,1,3,1
14120,27,505,2,999,0,1.4,93.918,-42.7,4.962,5228.1,7,2,3,0,0,0,0,3,1,1
19576,37,244,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,1,6,1,2,0,0,1,2,1
9451,39,23,1,999,0,1.4,94.465,-41.8,4.967,5228.1,4,1,6,0,2,0,1,4,0,1
33655,43,200,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,3,0,2,0,0,6,4,1
12099,40,322,3,999,0,1.4,94.465,-41.8,4.947,5228.1,1,1,0,0,2,2,1,4,1,1
6891,29,93,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2,2,1,0,0,1,6,2,1
30901,29,76,1,999,2,-1.8,92.893,-46.2,1.344,5099.1,0,2,6,0,2,2,0,6,3,0
23541,32,12,15,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2,6,0,2,0,0,1,2,1
18624,53,61,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0,1,3,1,0,0,0,3,2,1
35610,30,212,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,9,2,5,0,2,0,0,6,1,1
23974,35,117,1,999,0,1.4,93.444,-36.1,4.963,5228.1,9,0,3,1,2,0,1,1,0,1
32642,31,94,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,9,2,6,0,2,0,0,6,1,1
32661,36,112,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,6,0,0,0,0,6,1,1
32774,27,628,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,11,2,3,1,2,2,0,6,1,1
33373,32,136,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,6,0,2,0,0,6,3,1
5792,27,603,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,1,0,0,0,1,6,1,1
22552,29,604,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,0,0,0,0,1,0,1
22191,42,148,2,999,0,1.4,93.444,-36.1,4.963,5228.1,2,1,6,1,2,2,0,1,2,1
32695,35,90,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,9,1,5,0,2,0,0,6,1,0
34259,47,14,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,1,0,0,0,6,2,1
13084,24,1111,1,999,0,1.4,93.918,-42.7,4.962,5228.1,8,2,3,1,0,0,0,3,3,1
39463,68,330,3,999,0,-1.8,93.749,-34.6,0.644,5008.7,5,1,6,0,2,0,0,0,0,1
12270,30,501,2,999,0,1.4,93.918,-42.7,4.966,5228.1,9,1,5,0,2,0,1,3,2,1
16290,47,213,5,999,0,1.4,93.918,-42.7,4.961,5228.1,1,2,7,1,2,0,0,3,3,1
33497,57,168,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,1,1,1,2,0,0,6,3,1
22003,30,443,3,999,0,1.4,93.444,-36.1,4.964,5228.1,9,2,5,0,0,2,0,1,4,1
28642,33,827,1,999,1,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,0,2,0,0,0,2,0
27005,56,149,4,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,6,0,0,0,0,7,0,1
31477,48,1369,3,999,0,-1.8,92.893,-46.2,1.334,5099.1,2,1,1,0,0,0,0,6,4,1
12415,42,75,3,999,0,1.4,93.918,-42.7,4.96,5228.1,9,1,5,1,0,0,0,3,1,1
29300,36,218,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,0,2,0,0,0,0,1
18913,35,184,1,999,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,0,2,0,0,1,1,1
1121,36,276,4,999,0,1.1,93.994,-36.4,4.856,5191.0,1,2,7,0,2,0,1,6,4,1
26693,33,98,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,7,0,3,0,0,2,0,7,2,1
12590,31,354,1,999,0,1.4,93.918,-42.7,4.96,5228.1,7,1,3,0,2,0,0,3,1,1
1462,55,230,4,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,6,0,2,0,1,6,2,1
30942,41,1101,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,1,0,0,2,0,0,6,3,1
7711,57,153,3,999,0,1.1,93.994,-36.4,4.864,5191.0,1,1,2,0,0,0,1,6,0,1
29681,37,245,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,6,0,2,2,0,0,1,1
404,36,43,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,3,1
7861,49,464,2,999,0,1.4,94.465,-41.8,4.865,5228.1,10,0,5,0,0,0,1,4,1,1
26466,35,371,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,8,1,2,0,2,0,0,7,2,1
6243,35,146,8,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,1,2,0,1,6,3,1
19519,43,306,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0,2,6,0,0,2,0,1,2,1
32228,32,402,1,999,2,-1.8,92.893,-46.2,1.313,5099.1,0,1,6,0,0,0,0,6,0,0
32724,31,106,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,2,2,0,2,0,0,6,1,1
30740,34,163,1,999,1,-1.8,92.893,-46.2,1.344,5099.1,1,1,7,0,2,0,0,6,3,0
31573,36,449,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,9,1,5,0,2,0,0,6,2,1
10738,33,162,7,999,0,1.4,94.465,-41.8,4.961,5228.1,0,2,3,1,0,2,1,4,3,1
19177,51,507,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0,1,6,1,2,0,0,1,3,1
38994,36,358,6,999,0,-3.0,92.713,-33.0,0.717,5023.5,0,2,3,0,2,0,1,2,1,1
5199,53,252,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,6,0,0,2,1,6,0,1
31983,36,156,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,1,7,0,0,0,0,6,2,1
20162,32,90,1,999,0,1.4,93.444,-36.1,4.965,5228.1,9,2,6,0,2,0,0,1,1,1
1725,51,653,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,1,2,0,0,2,1,6,0,1
25523,36,107,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,3,0,2,1,2,0,0,7,4,1
15361,33,72,1,999,0,1.4,93.918,-42.7,4.957,5228.1,4,2,6,0,2,0,0,3,0,1
7833,35,143,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,2,0,1,2,0,1,4,1,1
24363,43,190,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,9,1,5,0,2,0,0,7,1,0
26804,38,106,3,999,1,-0.1,93.2,-42.0,4.076,5195.8,2,1,6,0,2,0,0,7,2,0
16871,51,179,4,999,0,1.4,93.918,-42.7,4.962,5228.1,3,1,0,0,2,0,1,3,2,1
35485,54,108,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,1,0,1,0,0,0,6,1,1
3459,41,56,13,999,0,1.1,93.994,-36.4,4.86,5191.0,2,1,3,1,0,0,1,6,2,1
36873,25,551,4,999,1,-2.9,92.963,-40.8,1.252,5076.2,9,1,5,0,2,0,0,4,3,0
10019,38,71,12,999,0,1.4,94.465,-41.8,4.958,5228.1,1,1,1,1,0,0,1,4,2,1
9336,37,190,1,999,0,1.4,94.465,-41.8,4.967,5228.1,9,2,3,0,2,2,1,4,0,1
1996,36,290,5,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,3,0,2,0,1,6,1,1
8086,40,142,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,2,3,1,2,0,1,4,1,1
20175,29,140,1,999,0,1.4,93.444,-36.1,4.965,5228.1,9,1,6,1,2,0,0,1,1,1
16194,30,124,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0,2,6,0,2,0,0,3,3,1
13785,33,524,3,999,0,1.4,93.918,-42.7,4.963,5228.1,4,1,3,0,0,0,1,3,2,1
38151,35,234,1,999,0,-3.4,92.379,-29.8,0.753,5017.5,0,1,6,0,2,0,1,9,4,1
33957,59,69,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,5,0,5,0,0,0,0,6,4,1
